Line_no,Process_Name,Process_Time_0osec,Stack
32864,ADAHRS,53280,3152
32865,Post_process,0,680
32866,read_interface,240320,784
32867,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=42, CLAW=40, Data_valid=40, DIO=4, FDIR=5, POST=42, Telem=39, Test_Exec=25, Read_thread = 5
32868,AHRS,38987,1064
32869,ADU,9494,2480
32870,GPS,7574,2544
32871,EMS,64054,3816
32872,DIO,83574,888
32873,acutator,0,864
32874,CLAW,0,3800
32875,annunciator,106133,2824
32876,FDIR,5227,552
32877,test_execuPost_process,0,3264
32878,telemetry,0,4056
32879,data_validation,0,3000
32880,
32881,state_machine,0,3000
32882,ADAHRS,925867,3152
32883,Post_process,11360,680
32884,read_interface,168427,784
32885,,, ADU=6,AHRS=11,GPS=6, EMS=6, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=40, DIO=6, FDIR=5, POST=39, Telem=39, Test_Exec=25, Read_thread = 5
32886,AHRS,0,1064
32887,ADU,8960,2480
32888,GPS,6826,2544
32889,EMS,61973,3816
32890,DIO,80960,888
32891,acutator,0,864
32892,CLAW,0,3800
32893,annunciator,0,2824
32894,FDIR,5866,552
32895,test_execuPost_process,3733,3264
32896,telemetry,0,4056
32897,data_validation,0,3000
32898,
32899,state_machine,0,3000
32900,ADAHRS,18667,3152
32901,Post_process,0,680
32902,read_interface,172800,784
32903,,, ADU=4,AHRS=11,GPS=4, EMS=4, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=40, DIO=4, FDIR=5, POST=39, Telem=39, Test_Exec=25, Read_thread = 5
32904,AHRS,8160,1064
32905,ADU,7840,2480
32906,GPS,6347,2544
32907,EMS,64267,3816
32908,DIO,91520,888
32909,acutator,0,864
32910,CLAW,0,3800
32911,annunciator,0,2824
32912,FDIR,5227,552
32913,test_execuPost_process,34827,3264
32914,telemetry,0,4056
32915,data_validation,548587,3000
32916,
32917,state_machine,548587,3000
32918,ADAHRS,18346,3152
32919,Post_process,0,680
32920,read_interface,179360,784
32921,,, ADU=5,AHRS=9,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=40, DIO=6, FDIR=5, POST=39, Telem=39, Test_Exec=25, Read_thread = 5
32922,AHRS,0,1064
32923,ADU,9386,2480
32924,GPS,7573,2544
32925,EMS,2163733,3816
32926,DIO,87253,888
32927,acutator,0,864
32928,CLAW,68000,3800
32929,annunciator,0,2824
32930,FDIR,5867,552
32931,test_execuPost_process,0,3264
32932,telemetry,0,4056
32933,data_validation,0,3000
32934,
32935,state_machine,0,3000
32936,ADAHRS,18774,3152
32937,Post_process,0,680
32938,read_interface,101547,784
32939,,, ADU=5,AHRS=9,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=40, DIO=6, FDIR=5, POST=39, Telem=39, Test_Exec=25, Read_thread = 5
32940,AHRS,41013,1064
32941,ADU,9920,2480
32942,GPS,8160,2544
32943,EMS,8000,3816
32944,DIO,85973,888
32945,acutator,0,864
32946,CLAW,0,3800
32947,annunciator,0,2824
32948,FDIR,6346,552
32949,test_execuPost_process,0,3264
32950,telemetry,0,4056
32951,data_validation,0,3000
32952,
32953,state_machine,0,3000
32954,ADAHRS,32640,3152
32955,Post_process,0,680
32956,read_interface,92640,784
32957,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=40, DIO=3, FDIR=5, POST=39, Telem=39, Test_Exec=25, Read_thread = 5
32958,AHRS,0,1064
32959,ADU,8480,2480
32960,GPS,6827,2544
32961,EMS,7200,3816
32962,DIO,82560,888
32963,acutator,82880,864
32964,CLAW,0,3800
32965,annunciator,0,2824
32966,FDIR,5707,552
32967,test_execuPost_process,0,3264
32968,telemetry,0,4056
32969,data_validation,0,3000
32970,
32971,state_machine,0,3000
32972,ADAHRS,18720,3152
32973,Post_process,0,680
32974,read_interface,144320,784
32975,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=39, Telem=39, Test_Exec=25, Read_thread = 5
32976,AHRS,9440,1064
32977,ADU,47520,2480
32978,GPS,6773,2544
32979,EMS,7787,3816
32980,DIO,82027,888
32981,acutator,0,864
32982,CLAW,0,3800
32983,annunciator,0,2824
32984,FDIR,5493,552
32985,test_execuPost_process,0,3264
32986,telemetry,755894,4056
32987,data_validation,0,3000
32988,
32989,state_machine,0,3000
32990,ADAHRS,18613,3152
32991,Post_process,0,680
32992,read_interface,161920,784
32993,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=40, DIO=6, FDIR=5, POST=39, Telem=40, Test_Exec=25, Read_thread = 5
32994,AHRS,0,1064
32995,ADU,9067,2480
32996,GPS,6827,2544
32997,EMS,6880,3816
32998,DIO,90613,888
32999,acutator,0,864
33000,CLAW,0,3800
33001,annunciator,0,2824
33002,FDIR,5494,552
33003,test_execuPost_process,0,3264
33004,telemetry,0,4056
33005,data_validation,0,3000
33006,
33007,state_machine,0,3000
33008,ADAHRS,18667,3152
33009,Post_process,0,680
33010,read_interface,99466,784
33011,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=40, DIO=4, FDIR=5, POST=39, Telem=40, Test_Exec=25, Read_thread = 5
33012,AHRS,38400,1064
33013,ADU,7947,2480
33014,GPS,6613,2544
33015,EMS,7306,3816
33016,DIO,82080,888
33017,acutator,0,864
33018,CLAW,0,3800
33019,annunciator,110880,2824
33020,FDIR,5386,552
33021,test_execuPost_process,0,3264
33022,telemetry,0,4056
33023,data_validation,0,3000
33024,
33025,state_machine,0,3000
33026,ADAHRS,18400,3152
33027,Post_process,11733,680
33028,read_interface,240960,784
33029,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=39, Telem=40, Test_Exec=25, Read_thread = 5
33030,AHRS,0,1064
33031,ADU,9493,2480
33032,GPS,6987,2544
33033,EMS,48107,3816
33034,DIO,81227,888
33035,acutator,0,864
33036,CLAW,0,3800
33037,annunciator,0,2824
33038,FDIR,5760,552
33039,test_execuPost_process,0,3264
33040,telemetry,0,4056
33041,data_validation,0,3000
33042,
33043,state_machine,0,3000
33044,ADAHRS,64640,3152
33045,Post_process,0,680
33046,read_interface,213227,784
33047,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=39, Telem=40, Test_Exec=25, Read_thread = 5
33048,AHRS,9067,1064
33049,ADU,9973,2480
33050,GPS,7467,2544
33051,EMS,63787,3816
33052,DIO,92533,888
33053,acutator,0,864
33054,CLAW,0,3800
33055,annunciator,0,2824
33056,FDIR,5920,552
33057,test_execuPost_process,0,3264
33058,telemetry,0,4056
33059,data_validation,477973,3000
33060,
33061,state_machine,477973,3000
33062,ADAHRS,912640,3152
33063,Post_process,0,680
33064,read_interface,264800,784
33065,,, ADU=6,AHRS=11,GPS=6, EMS=6, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=41, DIO=7, FDIR=5, POST=39, Telem=40, Test_Exec=25, Read_thread = 5
33066,AHRS,0,1064
33067,ADU,9067,2480
33068,GPS,7040,2544
33069,EMS,53760,3816
33070,DIO,82720,888
33071,acutator,0,864
33072,CLAW,65174,3800
33073,annunciator,0,2824
33074,FDIR,5920,552
33075,test_execuPost_process,0,3264
33076,telemetry,0,4056
33077,data_validation,0,3000
33078,
33079,state_machine,0,3000
33080,ADAHRS,19200,3152
33081,Post_process,0,680
33082,read_interface,194293,784
33083,,, ADU=4,AHRS=11,GPS=4, EMS=4, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=41, DIO=3, FDIR=5, POST=39, Telem=40, Test_Exec=25, Read_thread = 5
33084,AHRS,39200,1064
33085,ADU,9013,2480
33086,GPS,7413,2544
33087,EMS,2194400,3816
33088,DIO,86240,888
33089,acutator,0,864
33090,CLAW,0,3800
33091,annunciator,0,2824
33092,FDIR,6774,552
33093,test_execuPost_process,0,3264
33094,telemetry,0,4056
33095,data_validation,0,3000
33096,
33097,state_machine,0,3000
33098,ADAHRS,20320,3152
33099,Post_process,0,680
33100,read_interface,86027,784
33101,,, ADU=5,AHRS=9,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=41, DIO=7, FDIR=5, POST=39, Telem=40, Test_Exec=25, Read_thread = 5
33102,AHRS,0,1064
33103,ADU,8480,2480
33104,GPS,6667,2544
33105,EMS,7253,3816
33106,DIO,82827,888
33107,acutator,82773,864
33108,CLAW,0,3800
33109,annunciator,0,2824
33110,FDIR,5920,552
33111,test_execuPost_process,0,3264
33112,telemetry,0,4056
33113,data_validation,0,3000
33114,
33115,state_machine,0,3000
33116,ADAHRS,18826,3152
33117,Post_process,0,680
33118,read_interface,71360,784
33119,,, ADU=5,AHRS=9,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=41, DIO=3, FDIR=5, POST=39, Telem=40, Test_Exec=25, Read_thread = 5
33120,AHRS,9120,1064
33121,ADU,8640,2480
33122,GPS,6666,2544
33123,EMS,7040,3816
33124,DIO,82240,888
33125,acutator,0,864
33126,CLAW,0,3800
33127,annunciator,0,2824
33128,FDIR,5440,552
33129,test_execuPost_process,0,3264
33130,telemetry,768053,4056
33131,data_validation,0,3000
33132,
33133,state_machine,0,3000
33134,ADAHRS,18827,3152
33135,Post_process,0,680
33136,read_interface,173920,784
33137,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=41, DIO=6, FDIR=5, POST=39, Telem=40, Test_Exec=25, Read_thread = 5
33138,AHRS,0,1064
33139,ADU,10507,2480
33140,GPS,7627,2544
33141,EMS,7627,3816
33142,DIO,84053,888
33143,acutator,0,864
33144,CLAW,0,3800
33145,annunciator,0,2824
33146,FDIR,6560,552
33147,test_execuPost_process,0,3264
33148,telemetry,0,4056
33149,data_validation,0,3000
33150,
33151,state_machine,0,3000
33152,ADAHRS,30507,3152
33153,Post_process,0,680
33154,read_interface,174080,784
33155,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=41, DIO=4, FDIR=5, POST=39, Telem=40, Test_Exec=25, Read_thread = 5
33156,AHRS,51147,1064
33157,ADU,34773,2480
33158,GPS,7040,2544
33159,EMS,7786,3816
33160,DIO,82720,888
33161,acutator,0,864
33162,CLAW,0,3800
33163,annunciator,105173,2824
33164,FDIR,5653,552
33165,test_execuPost_process,0,3264
33166,telemetry,0,4056
33167,data_validation,0,3000
33168,
33169,state_machine,0,3000
33170,ADAHRS,18613,3152
33171,Post_process,12054,680
33172,read_interface,73387,784
33173,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=41, DIO=5, FDIR=5, POST=40, Telem=40, Test_Exec=25, Read_thread = 5
33174,AHRS,0,1064
33175,ADU,8694,2480
33176,GPS,7093,2544
33177,EMS,7094,3816
33178,DIO,81867,888
33179,acutator,0,864
33180,CLAW,0,3800
33181,annunciator,0,2824
33182,FDIR,5493,552
33183,test_execuPost_process,0,3264
33184,telemetry,0,4056
33185,data_validation,0,3000
33186,
33187,state_machine,0,3000
33188,ADAHRS,18880,3152
33189,Post_process,0,680
33190,read_interface,77066,784
33191,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=41, DIO=5, FDIR=5, POST=40, Telem=40, Test_Exec=25, Read_thread = 5
33192,AHRS,8640,1064
33193,ADU,7893,2480
33194,GPS,6400,2544
33195,EMS,7733,3816
33196,DIO,89280,888
33197,acutator,0,864
33198,CLAW,0,3800
33199,annunciator,0,2824
33200,FDIR,5387,552
33201,test_execuPost_process,0,3264
33202,telemetry,0,4056
33203,data_validation,490773,3000
33204,
33205,state_machine,490773,3000
33206,ADAHRS,18773,3152
33207,Post_process,0,680
33208,read_interface,326827,784
33209,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=39, DIO=5, FDIR=5, POST=40, Telem=40, Test_Exec=25, Read_thread = 5
33210,AHRS,0,1064
33211,ADU,9600,2480
33212,GPS,7467,2544
33213,EMS,47680,3816
33214,DIO,83307,888
33215,acutator,0,864
33216,CLAW,117440,3800
33217,annunciator,0,2824
33218,FDIR,5920,552
33219,test_execuPost_process,0,3264
33220,telemetry,0,4056
33221,data_validation,0,3000
33222,
33223,state_machine,0,3000
33224,ADAHRS,53387,3152
33225,Post_process,0,680
33226,read_interface,242933,784
33227,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=39, DIO=5, FDIR=5, POST=40, Telem=40, Test_Exec=25, Read_thread = 5
33228,AHRS,40800,1064
33229,ADU,9920,2480
33230,GPS,8000,2544
33231,EMS,53547,3816
33232,DIO,89066,888
33233,acutator,0,864
33234,CLAW,0,3800
33235,annunciator,0,2824
33236,FDIR,5867,552
33237,test_execuPost_process,0,3264
33238,telemetry,0,4056
33239,data_validation,0,3000
33240,
33241,state_machine,0,3000
33242,ADAHRS,924053,3152
33243,Post_process,0,680
33244,read_interface,170507,784
33245,,, ADU=6,AHRS=11,GPS=6, EMS=6, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=39, DIO=6, FDIR=5, POST=40, Telem=40, Test_Exec=25, Read_thread = 5
33246,AHRS,0,1064
33247,ADU,10293,2480
33248,GPS,7680,2544
33249,EMS,51680,3816
33250,DIO,84854,888
33251,acutator,84213,864
33252,CLAW,0,3800
33253,annunciator,0,2824
33254,FDIR,6880,552
33255,test_execuPost_process,0,3264
33256,telemetry,0,4056
33257,data_validation,0,3000
33258,
33259,state_machine,0,3000
33260,ADAHRS,33014,3152
33261,Post_process,0,680
33262,read_interface,173813,784
33263,,, ADU=4,AHRS=11,GPS=4, EMS=4, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=39, DIO=4, FDIR=5, POST=40, Telem=40, Test_Exec=25, Read_thread = 5
33264,AHRS,9653,1064
33265,ADU,8854,2480
33266,GPS,7040,2544
33267,EMS,2195146,3816
33268,DIO,88266,888
33269,acutator,0,864
33270,CLAW,0,3800
33271,annunciator,0,2824
33272,FDIR,15200,552
33273,test_execuPost_process,3947,3264
33274,telemetry,765867,4056
33275,data_validation,0,3000
33276,
33277,state_machine,0,3000
33278,ADAHRS,21600,3152
33279,Post_process,0,680
33280,read_interface,173547,784
33281,,, ADU=5,AHRS=9,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=39, DIO=8, FDIR=5, POST=40, Telem=42, Test_Exec=25, Read_thread = 5
33282,AHRS,0,1064
33283,ADU,9493,2480
33284,GPS,6880,2544
33285,EMS,7307,3816
33286,DIO,92747,888
33287,acutator,0,864
33288,CLAW,0,3800
33289,annunciator,0,2824
33290,FDIR,5600,552
33291,test_execuPost_process,4266,3264
33292,telemetry,0,4056
33293,data_validation,0,3000
33294,
33295,state_machine,0,3000
33296,ADAHRS,18773,3152
33297,Post_process,0,680
33298,read_interface,97920,784
33299,,, ADU=5,AHRS=9,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=39, DIO=2, FDIR=5, POST=40, Telem=42, Test_Exec=25, Read_thread = 5
33300,AHRS,39733,1064
33301,ADU,8213,2480
33302,GPS,7040,2544
33303,EMS,7573,3816
33304,DIO,83787,888
33305,acutator,0,864
33306,CLAW,0,3800
33307,annunciator,112480,2824
33308,FDIR,5706,552
33309,test_execuPost_process,25440,3264
33310,telemetry,0,4056
33311,data_validation,0,3000
33312,
33313,state_machine,0,3000
33314,ADAHRS,18560,3152
33315,Post_process,12106,680
33316,read_interface,88107,784
33317,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=39, DIO=5, FDIR=5, POST=0, Telem=42, Test_Exec=40, Read_thread = 5
33318,AHRS,0,1064
33319,ADU,8800,2480
33320,GPS,6827,2544
33321,EMS,7147,3816
33322,DIO,81226,888
33323,acutator,0,864
33324,CLAW,0,3800
33325,annunciator,0,2824
33326,FDIR,5814,552
33327,test_execuPost_process,0,3264
33328,telemetry,0,4056
33329,data_validation,0,3000
33330,
33331,state_machine,0,3000
33332,ADAHRS,18827,3152
33333,Post_process,0,680
33334,read_interface,151680,784
33335,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=39, DIO=5, FDIR=5, POST=0, Telem=42, Test_Exec=40, Read_thread = 5
33336,AHRS,8640,1064
33337,ADU,35147,2480
33338,GPS,6560,2544
33339,EMS,7947,3816
33340,DIO,92427,888
33341,acutator,0,864
33342,CLAW,0,3800
33343,annunciator,0,2824
33344,FDIR,5493,552
33345,test_execuPost_process,0,3264
33346,telemetry,0,4056
33347,data_validation,495520,3000
33348,
33349,state_machine,495520,3000
33350,ADAHRS,18666,3152
33351,Post_process,0,680
33352,read_interface,163413,784
33353,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=0, Telem=42, Test_Exec=40, Read_thread = 5
33354,AHRS,0,1064
33355,ADU,9280,2480
33356,GPS,8266,2544
33357,EMS,7840,3816
33358,DIO,86507,888
33359,acutator,0,864
33360,CLAW,67146,3800
33361,annunciator,0,2824
33362,FDIR,6507,552
33363,test_execuPost_process,0,3264
33364,telemetry,0,4056
33365,data_validation,0,3000
33366,
33367,state_machine,0,3000
33368,ADAHRS,32640,3152
33369,Post_process,0,680
33370,read_interface,102507,784
33371,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=0, Telem=42, Test_Exec=40, Read_thread = 5
33372,AHRS,40694,1064
33373,ADU,8480,2480
33374,GPS,7094,2544
33375,EMS,19093,3816
33376,DIO,84106,888
33377,acutator,0,864
33378,CLAW,0,3800
33379,annunciator,0,2824
33380,FDIR,5813,552
33381,test_execuPost_process,0,3264
33382,telemetry,0,4056
33383,data_validation,0,3000
33384,
33385,state_machine,0,3000
33386,ADAHRS,18507,3152
33387,Post_process,0,680
33388,read_interface,241066,784
33389,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=0, Telem=42, Test_Exec=40, Read_thread = 5
33390,AHRS,0,1064
33391,ADU,8853,2480
33392,GPS,6453,2544
33393,EMS,46400,3816
33394,DIO,81654,888
33395,acutator,82240,864
33396,CLAW,0,3800
33397,annunciator,0,2824
33398,FDIR,5920,552
33399,test_execuPost_process,0,3264
33400,telemetry,0,4056
33401,data_validation,0,3000
33402,
33403,state_machine,0,3000
33404,ADAHRS,65867,3152
33405,Post_process,0,680
33406,read_interface,213547,784
33407,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=0, Telem=42, Test_Exec=40, Read_thread = 5
33408,AHRS,8800,1064
33409,ADU,8480,2480
33410,GPS,7200,2544
33411,EMS,65813,3816
33412,DIO,95146,888
33413,acutator,0,864
33414,CLAW,0,3800
33415,annunciator,0,2824
33416,FDIR,5867,552
33417,test_execuPost_process,0,3264
33418,telemetry,876533,4056
33419,data_validation,0,3000
33420,
33421,state_machine,0,3000
33422,ADAHRS,912640,3152
33423,Post_process,0,680
33424,read_interface,258027,784
33425,,, ADU=6,AHRS=11,GPS=6, EMS=6, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=40, DIO=7, FDIR=5, POST=0, Telem=39, Test_Exec=40, Read_thread = 5
33426,AHRS,0,1064
33427,ADU,8747,2480
33428,GPS,7680,2544
33429,EMS,52960,3816
33430,DIO,82240,888
33431,acutator,0,864
33432,CLAW,0,3800
33433,annunciator,0,2824
33434,FDIR,6186,552
33435,test_execuPost_process,0,3264
33436,telemetry,0,4056
33437,data_validation,0,3000
33438,
33439,state_machine,0,3000
33440,ADAHRS,19893,3152
33441,Post_process,0,680
33442,read_interface,193813,784
33443,,, ADU=4,AHRS=11,GPS=4, EMS=4, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=40, DIO=3, FDIR=5, POST=0, Telem=39, Test_Exec=40, Read_thread = 5
33444,AHRS,40853,1064
33445,ADU,9493,2480
33446,GPS,7840,2544
33447,EMS,2199680,3816
33448,DIO,85280,888
33449,acutator,0,864
33450,CLAW,0,3800
33451,annunciator,109440,2824
33452,FDIR,6614,552
33453,test_execuPost_process,0,3264
33454,telemetry,0,4056
33455,data_validation,0,3000
33456,
33457,state_machine,0,3000
33458,ADAHRS,31093,3152
33459,Post_process,11467,680
33460,read_interface,84800,784
33461,,, ADU=5,AHRS=9,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=42, CLAW=40, Data_valid=40, DIO=7, FDIR=5, POST=42, Telem=39, Test_Exec=40, Read_thread = 5
33462,AHRS,0,1064
33463,ADU,8907,2480
33464,GPS,7200,2544
33465,EMS,7307,3816
33466,DIO,82614,888
33467,acutator,0,864
33468,CLAW,0,3800
33469,annunciator,0,2824
33470,FDIR,5760,552
33471,test_execuPost_process,0,3264
33472,telemetry,0,4056
33473,data_validation,0,3000
33474,
33475,state_machine,0,3000
33476,ADAHRS,18934,3152
33477,Post_process,0,680
33478,read_interface,75413,784
33479,,, ADU=5,AHRS=9,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=42, CLAW=40, Data_valid=40, DIO=3, FDIR=5, POST=42, Telem=39, Test_Exec=40, Read_thread = 5
33480,AHRS,8587,1064
33481,ADU,8053,2480
33482,GPS,6667,2544
33483,EMS,7307,3816
33484,DIO,88960,888
33485,acutator,0,864
33486,CLAW,0,3800
33487,annunciator,0,2824
33488,FDIR,5493,552
33489,test_execuPost_process,0,3264
33490,telemetry,0,4056
33491,data_validation,494400,3000
33492,
33493,state_machine,494400,3000
33494,ADAHRS,18773,3152
33495,Post_process,0,680
33496,read_interface,178667,784
33497,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=42, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=42, Telem=39, Test_Exec=40, Read_thread = 5
33498,AHRS,0,1064
33499,ADU,9974,2480
33500,GPS,6880,2544
33501,EMS,7413,3816
33502,DIO,92106,888
33503,acutator,0,864
33504,CLAW,64747,3800
33505,annunciator,0,2824
33506,FDIR,5707,552
33507,test_execuPost_process,0,3264
33508,telemetry,0,4056
33509,data_validation,0,3000
33510,
33511,state_machine,0,3000
33512,ADAHRS,18773,3152
33513,Post_process,0,680
33514,read_interface,171093,784
33515,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=42, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=42, Telem=39, Test_Exec=40, Read_thread = 5
33516,AHRS,40480,1064
33517,ADU,45333,2480
33518,GPS,7200,2544
33519,EMS,8000,3816
33520,DIO,83787,888
33521,acutator,0,864
33522,CLAW,0,3800
33523,annunciator,0,2824
33524,FDIR,5866,552
33525,test_execuPost_process,0,3264
33526,telemetry,0,4056
33527,data_validation,0,3000
33528,
33529,state_machine,0,3000
33530,ADAHRS,18614,3152
33531,Post_process,0,680
33532,read_interface,75894,784
33533,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=42, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=42, Telem=39, Test_Exec=40, Read_thread = 5
33534,AHRS,0,1064
33535,ADU,8373,2480
33536,GPS,6453,2544
33537,EMS,6987,3816
33538,DIO,82293,888
33539,acutator,84534,864
33540,CLAW,0,3800
33541,annunciator,0,2824
33542,FDIR,5920,552
33543,test_execuPost_process,0,3264
33544,telemetry,0,4056
33545,data_validation,0,3000
33546,
33547,state_machine,0,3000
33548,ADAHRS,18720,3152
33549,Post_process,0,680
33550,read_interface,71840,784
33551,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=42, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=42, Telem=39, Test_Exec=40, Read_thread = 5
33552,AHRS,21760,1064
33553,ADU,9174,2480
33554,GPS,7840,2544
33555,EMS,8533,3816
33556,DIO,84907,888
33557,acutator,0,864
33558,CLAW,0,3800
33559,annunciator,0,2824
33560,FDIR,6027,552
33561,test_execuPost_process,0,3264
33562,telemetry,795627,4056
33563,data_validation,0,3000
33564,
33565,state_machine,0,3000
33566,ADAHRS,20000,3152
33567,Post_process,0,680
33568,read_interface,321653,784
33569,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=42, CLAW=40, Data_valid=40, DIO=6, FDIR=5, POST=42, Telem=39, Test_Exec=40, Read_thread = 5
33570,AHRS,0,1064
33571,ADU,8853,2480
33572,GPS,6933,2544
33573,EMS,47147,3816
33574,DIO,81813,888
33575,acutator,0,864
33576,CLAW,0,3800
33577,annunciator,0,2824
33578,FDIR,5973,552
33579,test_execuPost_process,0,3264
33580,telemetry,0,4056
33581,data_validation,0,3000
33582,
33583,state_machine,0,3000
33584,ADAHRS,53813,3152
33585,Post_process,0,680
33586,read_interface,238613,784
33587,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=42, CLAW=40, Data_valid=40, DIO=4, FDIR=5, POST=42, Telem=39, Test_Exec=40, Read_thread = 5
33588,AHRS,40000,1064
33589,ADU,8907,2480
33590,GPS,7360,2544
33591,EMS,64106,3816
33592,DIO,83680,888
33593,acutator,0,864
33594,CLAW,0,3800
33595,annunciator,106667,2824
33596,FDIR,5334,552
33597,test_execuPost_process,0,3264
33598,telemetry,0,4056
33599,data_validation,0,3000
33600,
33601,state_machine,0,3000
33602,ADAHRS,923947,3152
33603,Post_process,11787,680
33604,read_interface,171467,784
33605,,, ADU=6,AHRS=11,GPS=6, EMS=6, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=40, DIO=6, FDIR=5, POST=39, Telem=39, Test_Exec=40, Read_thread = 5
33606,AHRS,0,1064
33607,ADU,8960,2480
33608,GPS,6987,2544
33609,EMS,62880,3816
33610,DIO,80960,888
33611,acutator,0,864
33612,CLAW,0,3800
33613,annunciator,0,2824
33614,FDIR,5600,552
33615,test_execuPost_process,0,3264
33616,telemetry,0,4056
33617,data_validation,0,3000
33618,
33619,state_machine,0,3000
33620,ADAHRS,18880,3152
33621,Post_process,0,680
33622,read_interface,170187,784
33623,,, ADU=4,AHRS=11,GPS=4, EMS=4, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=40, DIO=4, FDIR=5, POST=39, Telem=39, Test_Exec=40, Read_thread = 5
33624,AHRS,8800,1064
